rank,finalWorth,personName,age,industries,countryOfCitizenship,selfMade,gender,birthYear,gdp_country,life_expectancy_country,total_tax_rate_country,population_country,latitude_country,longitude_country
787,3600,Jaime Gilinski Bacal,65.0,Finance & Investments,Colombia,False,M,1957.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
787,3600,Alan Howard,59.0,Finance & Investments,United Kingdom,True,M,1963.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
787,3600,Huang Yi,61.0,Automotive,Hong Kong,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
787,3600,Peter Kellogg,80.0,Finance & Investments,United States,False,M,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
787,3600,Vyacheslav Kim,53.0,Finance & Investments,Kazakhstan,True,M,1969.0,"$180,161,741,180 ",73.2,28.4,18513930.0,48.019573,66.923684
787,3600,Josh Kushner,37.0,Finance & Investments,United States,True,M,1985.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
787,3600,"Stephen Mandel, Jr.",67.0,Finance & Investments,United States,True,M,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
787,3600,Mohamed Mansour,75.0,Diversified,Egypt,True,M,1948.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
787,3600,Masahiro Miki,67.0,Fashion & Retail,Japan,True,M,1955.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
787,3600,Masahiro Noda,84.0,Technology,Japan,True,M,1938.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
787,3600,Cliff Obrecht,37.0,Technology,Australia,True,M,1985.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
787,3600,Melanie Perkins,35.0,Technology,Australia,True,F,1987.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
787,3600,J.B. Pritzker,58.0,Finance & Investments,United States,False,M,1965.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
787,3600,Juan Roig,73.0,Fashion & Retail,Spain,False,M,1949.0,"$1,394,116,310,769 ",83.3,47.0,47076781.0,40.463667,-3.74922
787,3600,Jerry Speyer & family,82.0,Real Estate,United States,True,M,1940.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
787,3600,Lawrence Stroll,63.0,Fashion & Retail,Canada,True,M,1959.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
787,3600,Wang Junlin,60.0,Food & Beverage,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
787,3600,Xia Zuoquan,61.0,Automotive,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
787,3600,Zeng Fangqin,57.0,Technology,China,True,F,1965.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
787,3600,Zhang Jian,54.0,Manufacturing,China,True,M,1969.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
818,3500,Rocco Basilico,33.0,Fashion & Retail,Italy,False,M,1989.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Maurizio Billi,65.0,Healthcare,Brazil,False,M,1957.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
818,3500,Fashu Chen,62.0,Finance & Investments,China,True,M,1960.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
818,3500,Giuseppe Crippa & family,87.0,Manufacturing,Italy,True,M,1935.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
818,3500,Daniel D'Aniello,76.0,Finance & Investments,United States,True,M,1946.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Claudio Del Vecchio,66.0,Fashion & Retail,Italy,False,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Clemente Del Vecchio,18.0,Fashion & Retail,Italy,False,M,2004.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
818,3500,Leonardo Maria Del Vecchio,27.0,Fashion & Retail,Italy,False,M,1995.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
818,3500,Luca Del Vecchio,21.0,Fashion & Retail,Italy,False,M,2001.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
818,3500,Marisa Del Vecchio,64.0,Fashion & Retail,Italy,False,F,1958.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
818,3500,Paola Del Vecchio,61.0,Fashion & Retail,Italy,False,F,1961.0,"$71,104,919,108 ",82.1,20.4,645397.0,49.815273,6.129583
818,3500,Walter P.J. Droege,70.0,Finance & Investments,Germany,True,M,1952.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
818,3500,Fan Daidi,57.0,Fashion & Retail,China,True,F,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
818,3500,Peter Gassner,58.0,Technology,United States,True,M,1965.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Mikhail Gutseriev,65.0,Energy,Russia,True,M,1958.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
818,3500,Leng Youbin,54.0,Food & Beverage,China,True,M,1969.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
818,3500,Daniel Loeb,61.0,Finance & Investments,United States,True,M,1961.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Margarita Louis-Dreyfus & family,60.0,Food & Beverage,Switzerland,False,F,1962.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
818,3500,Prasert Prasarttong-Osoth,90.0,Healthcare,Thailand,True,M,1933.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
818,3500,Ira Rennert,88.0,Finance & Investments,United States,True,M,1934.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Dirk Rossmann & family,76.0,Fashion & Retail,Germany,True,M,1946.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
818,3500,Arkady Rotenberg,71.0,Construction & Engineering,Russia,True,M,1951.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
818,3500,Remo Ruffini,61.0,Fashion & Retail,Italy,True,M,1961.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
818,3500,Karin Sartorius-Herbst,65.0,Healthcare,Germany,False,F,1958.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
818,3500,Vivek Chaand Sehgal,66.0,Automotive,Australia,True,M,1956.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
818,3500,Scott Shleifer,45.0,Finance & Investments,United States,True,M,1977.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Thomas Siebel,70.0,Technology,United States,True,M,1952.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Wim van der Leegte & family,75.0,Manufacturing,Netherlands,False,M,1947.0,"$909,070,395,161 ",81.8,41.2,17332850.0,52.132633,5.291266
818,3500,Xiao Yongming & family,58.0,Diversified,China,True,M,1964.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
818,3500,Michael Xie,54.0,Technology,United States,True,M,1969.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
818,3500,Yang Shaopeng,65.0,Logistics,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
818,3500,Barry Zekelman,56.0,Manufacturing,Canada,False,M,1967.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
852,3400,William Ackman,56.0,Finance & Investments,United States,True,M,1966.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,Somphote Ahunai,55.0,Energy,Thailand,True,M,1967.0,"$543,649,976,166 ",76.9,29.5,69625582.0,15.870032,100.992541
852,3400,Igor Altushkin,52.0,Metals & Mining,Russia,True,M,1970.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
852,3400,Ramon Ang,69.0,Food & Beverage,Philippines,True,M,1954.0,"$376,795,508,680 ",71.1,43.1,108116615.0,12.879721,121.774017
852,3400,Acharya Balkrishna,50.0,Food & Beverage,India,True,M,1972.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
852,3400,Markus Blocher,52.0,Manufacturing,Switzerland,False,M,1971.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
852,3400,Cho Jung-ho,64.0,Finance & Investments,South Korea,False,M,1958.0,"$2,029,000,000,000 ",82.6,33.2,51709098.0,35.907757,127.766922
852,3400,Alessandra Garavoglia,63.0,Food & Beverage,Italy,False,F,1960.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
852,3400,Laurence Graff & family,84.0,Fashion & Retail,United Kingdom,True,M,1938.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
852,3400,"Amos Hostetter, Jr.",86.0,Media & Entertainment,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,Robert Johnson,75.0,Sports,United States,False,M,1947.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,Steven Klinsky,66.0,Finance & Investments,United States,True,M,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,William Lauder,62.0,Fashion & Retail,United States,False,M,1960.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,John Middleton,68.0,Food & Beverage,United States,False,M,1955.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,Hiroshi Mikitani,58.0,Fashion & Retail,Japan,True,M,1965.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
852,3400,Bob Parsons,72.0,Technology,United States,True,M,1950.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,J. Joe Ricketts & family,81.0,Finance & Investments,United States,True,M,1941.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,Herb Simon,88.0,Real Estate,United States,True,M,1934.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,Leena Tewari,65.0,Healthcare,India,False,F,1957.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
852,3400,Stefan von Holtzbrinck,59.0,Media & Entertainment,Germany,False,M,1963.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
852,3400,Hans Peter Wild,81.0,Food & Beverage,Switzerland,False,M,1941.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
852,3400,Wu Guanjiang & family,54.0,Healthcare,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
852,3400,Yi Zheng,52.0,Technology,China,True,M,1970.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
852,3400,Eric Yuan & family,53.0,Technology,United States,True,M,1970.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
852,3400,Charles Zegar,75.0,Media & Entertainment,United States,True,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Mohed Altrad,75.0,Construction & Engineering,France,True,M,1948.0,"$2,715,518,274,227 ",82.5,60.7,67059887.0,46.227638,2.213749
878,3300,John Arnold,49.0,Finance & Investments,United States,True,M,1974.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Bill Austin,81.0,Manufacturing,United States,True,M,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Chen Shibin,56.0,Manufacturing,China,True,M,1966.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
878,3300,Bennett Dorrance,77.0,Food & Beverage,United States,False,M,1946.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Walter Faria,68.0,Food & Beverage,Brazil,True,M,1955.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
878,3300,Walter Frey,79.0,Automotive,Switzerland,False,M,1943.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
878,3300,Fu Liquan & family,55.0,Technology,China,True,M,1967.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
878,3300,John Gandel,88.0,Real Estate,Australia,False,M,1934.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
878,3300,Peter Gilgan,72.0,Construction & Engineering,Canada,True,M,1951.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
878,3300,Kwek Leng Beng,82.0,Diversified,Singapore,False,M,1941.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
878,3300,Pablo Legorreta,59.0,Finance & Investments,United States,True,M,1963.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Arnon Milchan,78.0,Media & Entertainment,Israel,True,M,1944.0,"$395,098,666,122 ",82.8,25.3,9053300.0,31.046051,34.851612
878,3300,Akio Nitori,79.0,Fashion & Retail,Japan,True,M,1944.0,"$5,081,769,542,380 ",84.2,46.7,126226568.0,36.204824,138.252924
878,3300,Julio Ponce Lerou,77.0,Metals & Mining,Chile,True,M,1945.0,"$282,318,159,745 ",80.0,34.0,18952038.0,-35.675147,-71.542969
878,3300,Rodger Riney & family,77.0,Finance & Investments,United States,True,M,1946.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Phil Ruffin,88.0,Diversified,United States,True,M,1935.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Naguib Sawiris,68.0,Telecom,Egypt,False,M,1954.0,"$303,175,127,598 ",71.8,44.4,100388073.0,26.820553,30.802498
878,3300,Neil Shen,55.0,Finance & Investments,Hong Kong,True,M,1967.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
878,3300,Gil Shwed,54.0,Technology,Israel,True,M,1968.0,"$395,098,666,122 ",82.8,25.3,9053300.0,31.046051,34.851612
878,3300,Stephen Smith,71.0,Finance & Investments,Canada,True,M,1951.0,"$1,736,425,629,520 ",81.9,24.5,36991981.0,56.130366,-106.346771
878,3300,Nik Storonsky,38.0,Finance & Investments,United Kingdom,True,M,1984.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
878,3300,Jeffrey Talpins,48.0,Finance & Investments,United States,True,M,1975.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Carl Thoma,74.0,Finance & Investments,United States,True,M,1948.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Todd Wanek,59.0,Manufacturing,United States,False,M,1964.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
878,3300,Xue Hua,53.0,Manufacturing,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
878,3300,Takao Yasuda,73.0,Fashion & Retail,Japan,True,M,1949.0,"$372,062,527,489 ",83.1,21.0,5703569.0,1.352083,103.819836
905,3200,Giuliana Benetton,85.0,Fashion & Retail,Italy,True,F,1937.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
905,3200,Luciano Benetton,87.0,Fashion & Retail,Italy,True,M,1935.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
905,3200,Arun Bharat Ram,82.0,Manufacturing,India,False,M,1940.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
905,3200,Ron Burkle,70.0,Finance & Investments,United States,True,M,1952.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
905,3200,Chen Kaixuan,64.0,Manufacturing,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
905,3200,Brunello Cucinelli & family,69.0,Fashion & Retail,Italy,True,M,1953.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
905,3200,Antonio Del Valle Ruiz & family,84.0,Manufacturing,Mexico,True,M,1938.0,"$1,258,286,717,125 ",75.0,55.1,126014024.0,23.634501,-102.552784
905,3200,Gustavo Denegri & family,86.0,Healthcare,Italy,True,M,1937.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
905,3200,Dong Jinggui,53.0,Automotive,China,True,M,1958.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
905,3200,Charles Ergen,70.0,Media & Entertainment,United States,True,M,1953.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,David Filo,56.0,Technology,United States,True,M,1966.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Lindsay Fox,85.0,Logistics,Australia,True,M,1937.0,"$1,392,680,589,329 ",82.7,47.4,25766605.0,-25.274398,133.775136
905,3200,Sergei Galitsky,55.0,Fashion & Retail,Russia,True,M,1967.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
905,3200,Senapathy Gopalakrishnan,67.0,Technology,India,True,M,1955.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
905,3200,Luciano Hang,60.0,Fashion & Retail,Brazil,True,M,1962.0,"$1,839,758,040,766 ",75.7,65.1,212559417.0,-14.235004,-51.92528
905,3200,Michael Hintze,69.0,Finance & Investments,Australia,True,M,1953.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
905,3200,Hu Baifan,60.0,Healthcare,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
905,3200,Hamilton James & family,71.0,Finance & Investments,United States,True,M,1951.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Lee Boo-jin,52.0,Technology,South Korea,False,F,1970.0,"$2,029,000,000,000 ",82.6,33.2,51709098.0,35.907757,127.766922
905,3200,Li Liangbin,55.0,Manufacturing,China,True,M,1967.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
905,3200,Liang Feng,54.0,Manufacturing,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
905,3200,Samir Mehta,59.0,Healthcare,India,False,M,1963.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
905,3200,Sudhir Mehta,68.0,Healthcare,India,False,M,1954.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
905,3200,Aristotelis Mistakidis,61.0,Metals & Mining,Greece,True,M,1961.0,"$703,082,435,360 ",83.6,28.8,8574832.0,46.818188,8.227512
905,3200,Geoffrey Palmer,72.0,Real Estate,United States,False,M,1950.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Roger Penske,86.0,Automotive,United States,True,M,1937.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Ravi Pillai,69.0,Construction & Engineering,India,True,M,1953.0,"$421,142,267,938 ",77.8,15.9,9770529.0,23.424076,53.847818
905,3200,David Rubenstein,73.0,Finance & Investments,United States,True,M,1949.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Hilton Schlosberg,70.0,Food & Beverage,United Kingdom,True,M,1953.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Klaus-Peter Schulenberg,71.0,Service,Germany,True,M,1951.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
905,3200,Lynn Schusterman & family,84.0,Energy,United States,False,F,1939.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Isabella Seràgnoli,77.0,Manufacturing,Italy,False,F,1945.0,"$2,001,244,392,042 ",82.9,59.1,60297396.0,41.87194,12.56738
905,3200,Shen Guojun,60.0,Fashion & Retail,China,True,M,1962.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
905,3200,Warren Stephens,66.0,Finance & Investments,United States,False,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Pat Stryker,66.0,Healthcare,United States,False,F,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Roman Trotsenko,52.0,Logistics,Russia,True,M,1970.0,"$1,699,876,578,871 ",72.7,46.2,144373535.0,61.52401,105.318756
905,3200,Harald Tschira,48.0,Technology,Germany,False,M,1974.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
905,3200,Udo Tschira,53.0,Technology,Germany,False,M,1969.0,"$3,845,630,030,824 ",80.9,48.8,83132799.0,51.165691,10.451526
905,3200,Vincent Viola,67.0,Finance & Investments,United States,True,M,1956.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Wu Shaoxun,67.0,Food & Beverage,China,True,M,1956.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
905,3200,Steve Wynn,81.0,Gambling & Casinos,United States,True,M,1942.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Jon Yarbrough,65.0,Gambling & Casinos,United States,True,M,1957.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
905,3200,Zhou Bajin,87.0,Manufacturing,China,True,M,1935.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
949,3100,Cho Tak Wong,76.0,Manufacturing,Hong Kong,True,M,1946.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
949,3100,John Coates,53.0,Gambling & Casinos,United Kingdom,True,M,1970.0,"$2,827,113,184,696 ",81.3,30.6,66834405.0,55.378051,-3.435973
949,3100,Ryan Cohen,37.0,Finance & Investments,Canada,True,M,1985.0,"$21,427,700,000,000 ",78.5,36.6,328239523.0,37.09024,-95.712891
949,3100,Deng Wen,55.0,Food & Beverage,China,True,M,1968.0,"$19,910,000,000,000 ",77.0,59.2,1397715000.0,35.86166,104.195397
949,3100,Gurbachan Singh Dhingra,72.0,Manufacturing,India,True,M,1950.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
949,3100,Kuldip Singh Dhingra,75.0,Manufacturing,India,True,M,1947.0,"$2,611,000,000,000 ",69.4,49.7,1366417754.0,20.593684,78.96288
